alpha_distance,gamma_quality,threshold_low,total_error,annual_spend_low,annual_spend_low_std,annual_spend_medium,annual_spend_medium_std,annual_spend_high,annual_spend_high_std,weekly_share,weekly_share_std,subweekly_share,subweekly_share_std,distance_car_mi,distance_car_mi_std,distance_no_car_mi,distance_no_car_mi_std,small_store_share,small_store_share_std,pantry_user_share,pantry_user_share_std,error_spend_low,error_spend_medium,error_spend_high,error_weekly_freq,error_subweekly_freq,error_distance_car,error_distance_no_car,error_small_store,pass_spend_low,pass_spend_medium,pass_spend_high,pass_weekly_freq,pass_subweekly_freq,pass_distance_car,pass_distance_no_car,pass_small_store,all_pass
0.8,0.8,2.0,5.355197320778956,14921.32739200023,0.0,9497.941087118415,0.0,19279.696284604983,0.0,0.375,0.0,0.625,0.0,1.9650319212354685,0.0,1.3202671689659398,0.0,0.03190596137699412,0.0,0.3,0.0,1.8399937936810489,0.05485796169684756,0.13383299721271363,0.06250000000000006,1.840909090909091,0.42204943493074454,0.39987855956093654,0.6011754827875735,False,True,False,True,False,False,False,False,False
1.0,0.4,3.0,5.760619108874984,7590.0080079257195,0.0,9147.298616749042,0.0,17769.152142303104,0.0,0.35,0.0,0.625,0.0,1.7591270843319122,0.0,1.1163516061381544,0.0,0.1925601750547046,0.0,0.32,0.0,0.4446151518701408,0.015914995196472867,0.04499836169743028,0.1250000000000001,1.840909090909091,0.48260968107884933,0.4925674517553844,2.314004376367615,False,True,True,True,False,False,False,False,False
1.0,0.4,2.5,5.830518650180304,7619.4869801008335,0.0,9174.249007957675,0.0,18084.03947911418,0.0,0.35,0.0,0.625,0.0,1.7482389594939702,0.0,1.1163516061381544,0.0,0.19414316702819956,0.0,0.3,0.0,0.45022591931877304,0.018908152816267728,0.06351678893873093,0.1250000000000001,1.840909090909091,0.48581207073706756,0.4925674517553844,2.3535791757049886,False,True,True,True,False,False,False,False,False
1.2,0.8,2.0,6.013470468435795,12355.05673468407,0.0,9132.722049628395,0.0,18868.30520083401,0.0,0.4,0.0,0.6,0.0,1.779369004364599,0.0,1.1403550348650269,0.0,0.1740958788898234,0.0,0.32,0.0,1.3515524809067512,0.014296096138204723,0.10963921435156487,0.0,1.7272727272727273,0.4766561751868826,0.48165680233407876,1.8523969722455846,False,True,False,True,False,False,False,False,False
1.2,0.4,2.5,6.1926629016561705,7606.821812676096,0.0,8581.055096537322,0.0,18543.356869730866,0.0,0.35,0.0,0.625,0.0,1.7399273501240944,0.0,1.0988825192866802,0.0,0.20610687022900764,0.0,0.26,0.0,0.44781534310546167,0.04697300127306506,0.09052910313637177,0.1250000000000001,1.840909090909091,0.48825666172820753,0.5005079457787818,2.652671755725191,False,True,True,True,False,False,False,False,False
1.0,0.6,2.0,6.376915659553667,12283.541288865692,0.0,9065.083892202576,0.0,18030.364237426857,0.0,0.375,0.0,0.625,0.0,1.7564258346083308,0.0,1.1603924549427111,0.0,0.18449873631002528,0.0,0.3,0.0,1.3379408619843343,0.006784083985181692,0.060360164515811374,0.06250000000000006,1.840909090909091,0.4834041662916674,0.4725488841169495,2.1124684077506317,False,True,True,True,False,False,False,False,False
1.2,0.4,3.0,6.451277574252455,7538.888141854501,0.0,8721.189276666053,0.0,18153.641347392153,0.0,0.325,0.0,0.65,0.0,1.7299821116487588,0.0,1.0979737295419656,0.0,0.2113289760348584,0.0,0.3,0.0,0.4348854476312335,0.03140945394646234,0.0676100533634529,0.18750000000000003,1.9545454545454548,0.4911817318680121,0.5009210320263793,2.7832244008714597,False,True,True,True,False,False,False,False,False
0.8,0.4,2.0,6.5951055658610915,12240.767932014638,0.0,9100.893406801359,0.0,18365.40057853458,0.0,0.35,0.0,0.65,0.0,1.7407711382601316,0.0,1.161907890074637,0.0,0.18540268456375839,0.0,0.26,0.0,1.3297997586628545,0.010761151355104248,0.08006354849062455,0.1250000000000001,1.9545454545454548,0.4880084887470201,0.47186004996607417,2.1350671140939594,False,True,True,True,False,False,False,False,False
1.2,0.6,2.0,7.02460105401161,11289.36106001344,0.0,9241.199709036704,0.0,18807.945967466945,0.0,0.35,0.0,0.65,0.0,1.7292784910027634,0.0,1.153825569371033,0.0,0.20787929589270746,0.0,0.3,0.0,1.1487173696257023,0.026343814864138605,0.1060895064377173,0.1250000000000001,1.9545454545454548,0.49138867911683426,0.4755338321040759,2.696982397317686,False,True,False,True,False,False,False,False,False
1.0,0.4,2.0,8.442302225204887,10457.046291757119,0.0,9361.512728841422,0.0,17807.69760814491,0.0,0.325,0.0,0.675,0.0,1.6931479437359218,0.0,1.083502063903731,0.0,0.26399331662489556,0.0,0.32,0.0,0.9903019207760028,0.03970598943152181,0.04726520866530876,0.18750000000000003,2.0681818181818183,0.5020153106659053,0.5074990618619405,4.099832915622389,False,True,True,True,False,False,False,False,False
1.2,0.4,2.0,8.499283284321628,10463.923213454802,0.0,8880.492436298802,0.0,18568.772970244696,0.0,0.35,0.0,0.65,0.0,1.6902172610428845,0.0,1.071870208671526,0.0,0.2722689075630252,0.0,0.34,0.0,0.9916108133716791,0.013716966204042403,0.0920238161752938,0.1250000000000001,1.9545454545454548,0.5028772761638575,0.51278626878567,4.306722689075629,False,True,True,True,False,False,False,False,False
