config_num,alpha,beta,gamma,delta,threshold_low,threshold_med,threshold_high,error,avg_spend_low,avg_spend_med,avg_spend_high,corner_share,food_insecurity_share,grocery_share,avg_dist_car,avg_dist_nocar,total_trips
95,2.0,1.3,2.6,0.4,7.0,6.0,14.0,0.2030524178606511,3038.4052123808938,4447.860144166886,12696.594511490483,0.1875,0.34,0.728448275862069,2.8224082558942465,0.5087374931316374,464.0
96,2.0,1.3,2.6,0.4,7.0,8.0,14.0,0.21992806777997823,2970.49260905518,4201.271542429741,13239.911977831534,0.189010989010989,0.34,0.7186813186813187,2.8395885964047287,0.5143051540751629,455.0
97,3.0,0.5,0.6,0.4,5.0,6.0,14.0,0.11180426053027194,3248.9649017347806,4311.255649419464,12230.499456836924,0.341948310139165,0.35,0.5825049701789264,2.488080936202614,0.514137619818509,503.0
98,3.0,0.5,0.6,0.4,5.0,8.0,14.0,0.12502555271719437,3234.619332340225,4238.8733303341905,12273.103574246588,0.32786885245901637,0.35,0.5983606557377049,2.504453276808576,0.5187662998358278,488.0
99,3.0,0.5,0.6,0.4,7.0,6.0,14.0,0.13982706075632606,2970.008876957274,4242.8763554068,11911.7960863915,0.3326226012793177,0.35,0.603411513859275,2.545962075810397,0.5087374931316374,469.0
100,3.0,0.5,0.6,0.4,7.0,8.0,14.0,0.14765167437193885,2932.769717347668,4313.013216979157,11419.985000110739,0.3173913043478261,0.35,0.6173913043478261,2.5381383196746543,0.5087374931316374,460.0
101,3.0,0.5,1.4,0.4,5.0,6.0,14.0,0.11411369540778893,3289.003753928644,4372.793576796023,11092.168125998118,0.328,0.35,0.598,2.5180061180264777,0.5141376198185091,500.0
102,3.0,0.5,1.4,0.4,5.0,8.0,14.0,0.11672563040349683,3264.192873298777,4437.108313992494,11368.8176629291,0.32064128256513025,0.35,0.5851703406813628,2.455603295624644,0.5141376198185091,499.0
103,3.0,0.5,1.4,0.4,7.0,6.0,14.0,0.14844993819708124,2940.4707798689315,4460.409280850172,12077.39228466393,0.3019271948608137,0.35,0.6188436830835118,2.5794704454961184,0.5087374931316374,467.0
104,3.0,0.5,1.4,0.4,7.0,8.0,14.0,0.15644936381773017,3070.6620449560382,4382.9413356892765,11548.636981960337,0.2807017543859649,0.35,0.6403508771929824,2.625202805737946,0.5132960416335421,456.0
105,3.0,0.5,2.2,0.4,5.0,6.0,14.0,0.16276054509448018,3247.886092584195,4363.458383998094,13343.415419442066,0.23904382470119523,0.34,0.6533864541832669,2.6615714960169368,0.5235625141098001,502.0
106,3.0,0.5,2.2,0.4,5.0,8.0,14.0,0.1723204276105904,3169.279957672707,4240.810059691969,12807.719794383669,0.242914979757085,0.34,0.645748987854251,2.6331815363578785,0.5189218673598633,494.0
107,3.0,0.5,2.2,0.4,7.0,6.0,14.0,0.19286579401160178,2986.4755248632246,4335.958770135029,13281.48345505539,0.22055674518201285,0.34,0.6680942184154176,2.688849699880518,0.5189218673598633,467.0
108,3.0,0.5,2.2,0.4,7.0,8.0,14.0,0.18305737408338074,3067.4968715405967,4290.437430121927,13112.78771902787,0.23194748358862144,0.34,0.6717724288840262,2.6860333829036094,0.5087374931316374,457.0
109,3.0,0.5,2.6,0.4,5.0,6.0,14.0,0.16995438075619962,3179.7034913336893,4435.85891432192,12474.047448208805,0.22817460317460317,0.34,0.6785714285714286,2.73492325031353,0.5148999735099182,504.0
110,3.0,0.5,2.6,0.4,5.0,8.0,14.0,0.167800173093285,3273.2008962746872,4362.196086681187,12395.437504161959,0.22782258064516128,0.34,0.6814516129032258,2.725375749364199,0.5101701798036645,496.0
111,3.0,0.5,2.6,0.4,7.0,6.0,14.0,0.19141178134832804,2972.590680933558,4423.1074798231175,13460.722189333204,0.2167381974248927,0.34,0.6995708154506438,2.745325338528174,0.514137619818509,466.0
112,3.0,0.5,2.6,0.4,7.0,8.0,14.0,0.19112775521709907,3047.8483200969267,4328.381930829335,13617.525753654363,0.2172043010752688,0.34,0.6946236559139785,2.73607588637683,0.5187662998358277,465.0
113,3.0,0.9,0.6,0.4,5.0,6.0,14.0,0.1123569675536793,3267.1256587661937,4366.49804371741,11530.556242700348,0.33399602385685884,0.35,0.5964214711729622,2.5195939771534883,0.5141376198185091,503.0
