alpha,gamma,threshold_low,error,avg_spend_low,avg_spend_med,avg_spend_high,corner_share,avg_dist_car,avg_dist_nocar
2.5,1.5,6.5,0.5804001438321215,8943.313030917627,9791.233741386182,11931.334407297536,0.03708574986334367,2.583177910487086,1.792840734902339
2.5,1.5,5.0,0.6146668800386234,10638.54600417207,9850.728138742637,12001.901079302083,0.044266378775623255,2.5820337075004955,1.7567508137330323
1.5,1.5,6.5,0.6336297956199911,8982.65338935531,10087.849444239251,11890.833448535192,0.012440138072998808,2.652459038728263,1.8268655381596846
2.5,2.5,6.5,0.642032137981361,9111.308596434737,10057.961089651297,11749.71822718122,0.011459394017141987,2.645088684834958,1.8348942937806108
1.5,2.5,6.5,0.6512383400321422,9077.572370234293,10150.867247474369,12046.1529046562,0.006038487430030548,2.678117963726911,1.8512190819346261
2.5,2.5,5.0,0.6885822082155197,10742.109397445325,10101.193626838201,11814.553449302228,0.011859533960043397,2.6553762697866845,1.8160549710494818
1.5,1.5,5.0,0.6892578563178314,10805.480096690031,10075.97804237989,11830.592033960476,0.011467765960791713,2.659940576805449,1.8102467354514267
1.5,2.5,5.0,0.7000185722425986,10776.696049029215,10174.633429736568,11855.758893007292,0.006242102767677135,2.687675138767659,1.82081466355041
