output,parameter,S1,ST,S1_conf,ST_conf
avg_spend_low,alpha_distance,-0.0047815965511953185,0.0764672443146251,0.03976235322384799,0.01706970040110516
avg_spend_low,beta_price_budget,-0.017196725624767217,0.06780985249189053,0.04370833620210301,0.012470438881858876
avg_spend_low,gamma_quality_variety,0.008812894866849202,0.07449146761880232,0.03884619112778273,0.012915872399327734
avg_spend_low,delta_convenience,0.008471805401473237,0.06833422666464838,0.043072867814439406,0.01128382140473228
avg_spend_low,go_shop_threshold_low,0.9571966714853708,1.039986281007563,0.21207782001914116,0.13109110274246755
avg_spend_low,go_shop_threshold_medium,0.009423300138717445,0.06026253234544555,0.035836424149221266,0.013023481630748738
avg_spend_low,go_shop_threshold_high,0.012578703418235533,0.07869969670015556,0.04408931563203009,0.017004073544986262
avg_spend_med,alpha_distance,-0.05280044799953221,0.693806856428556,0.11896536640344686,0.11701690603558039
avg_spend_med,beta_price_budget,0.004924596888512106,0.6686293396674033,0.12404764969763638,0.12446391758349391
avg_spend_med,gamma_quality_variety,-0.06880811024597831,0.7256592375890247,0.14194698362337935,0.11876001985725819
avg_spend_med,delta_convenience,-0.04151244197604413,0.663132027985687,0.12825524944066694,0.12456588212637493
avg_spend_med,go_shop_threshold_low,-0.08437817225634163,0.6865228958408798,0.1209373447255606,0.11829058242538228
avg_spend_med,go_shop_threshold_medium,0.19241208497860074,0.9024846870892004,0.14144532407789528,0.14075677325949393
avg_spend_med,go_shop_threshold_high,-0.01959445007545108,0.6711260672509551,0.1396828691675547,0.12208664010743923
avg_spend_high,alpha_distance,0.11273194782979298,1.0322706685742942,0.1881191551824183,0.16006073133757975
avg_spend_high,beta_price_budget,-0.023992073397566628,1.189883650602848,0.20438279000099266,0.1932822090777642
avg_spend_high,gamma_quality_variety,0.08899595259189422,1.0348737431358277,0.18450071988613104,0.19092791763963177
avg_spend_high,delta_convenience,0.060541493309588953,1.0809300845451066,0.19506244956789517,0.19684397625959438
avg_spend_high,go_shop_threshold_low,-0.014491804222938765,1.0153880502937285,0.16549438289330107,0.1609523943824315
avg_spend_high,go_shop_threshold_medium,0.12065848158633502,1.0436860625946258,0.19798101396829376,0.15537965366852294
avg_spend_high,go_shop_threshold_high,0.11712378131949686,1.1286902223391668,0.19196987073754454,0.18615970360107303
corner_share,alpha_distance,0.0847916722358265,0.6956592650920828,0.13112085238209092,0.14287500077213433
corner_share,beta_price_budget,-0.04259265335533974,0.6021646988422359,0.13651859490564633,0.10279078142090313
corner_share,gamma_quality_variety,-0.04587002454506738,0.6493961493533775,0.146768513471046,0.10779568358886975
corner_share,delta_convenience,0.011044332073298616,0.6756966944584483,0.14986481514806502,0.13375792647507434
corner_share,go_shop_threshold_low,0.3363521000238661,0.9823314148381213,0.1774142639527166,0.1622160296220747
corner_share,go_shop_threshold_medium,0.09070399076555911,0.7663505691274188,0.1522076538210719,0.13802979400321397
corner_share,go_shop_threshold_high,0.01879860928011402,0.6491140175412451,0.15174151947037853,0.10648996154700288
food_insecurity_share,alpha_distance,-0.11029300241412637,1.0033534540576796,0.17966931464887417,0.1526852493851856
food_insecurity_share,beta_price_budget,-0.000915636065496978,0.8748115935757916,0.14521298102928432,0.14244119850128723
food_insecurity_share,gamma_quality_variety,-0.1842933158989781,0.9299092043299221,0.1613388470669777,0.1412492155939628
food_insecurity_share,delta_convenience,-0.04206102993408479,1.091048080598285,0.21256139405084226,0.16595594610452197
food_insecurity_share,go_shop_threshold_low,-0.13164079120782052,0.9845452644180493,0.18099210467604293,0.15526868574593883
food_insecurity_share,go_shop_threshold_medium,-0.06204816826586765,1.0452391769974685,0.15540903676978832,0.19924773082262426
food_insecurity_share,go_shop_threshold_high,-0.013176420755717169,0.910927933190541,0.17581778008033555,0.13533869788389316
avg_dist_car,alpha_distance,0.0033025141947681975,0.7587952043410395,0.13823260897146067,0.16470625340197606
avg_dist_car,beta_price_budget,0.05986162911006822,0.6573112690207283,0.13019960003411946,0.142736935909334
avg_dist_car,gamma_quality_variety,-0.023035563332565522,0.7631631447820759,0.1757476573751719,0.14263340566855262
avg_dist_car,delta_convenience,-0.018031515839193768,0.6667304327803324,0.1366965197659497,0.13090693891773772
avg_dist_car,go_shop_threshold_low,0.24740814553573354,0.9931740426081089,0.1761814888565547,0.17624889598946542
avg_dist_car,go_shop_threshold_medium,0.1315824371976202,0.7817615054132411,0.15833860894481044,0.15030149491609068
avg_dist_car,go_shop_threshold_high,-0.15267307069255165,0.7297130414301082,0.13178589006875746,0.13228680829598427
avg_dist_nocar,alpha_distance,-0.14074096696734867,0.9287722550021145,0.18788908545550478,0.13886210342744182
avg_dist_nocar,beta_price_budget,-0.0016220358148331822,0.9221337598060017,0.1871381385183396,0.17622038996588896
avg_dist_nocar,gamma_quality_variety,-0.09077511918682618,1.0777978599885099,0.2091526131243352,0.21480158086171394
avg_dist_nocar,delta_convenience,-0.09916866799514913,1.1204270005265335,0.22281842561154297,0.2134279345562147
avg_dist_nocar,go_shop_threshold_low,-0.032892897283747426,0.9026005642559422,0.1539974840978683,0.17400273358974877
avg_dist_nocar,go_shop_threshold_medium,0.05177003956701871,1.025864286255691,0.17167036090378185,0.19182681613131866
avg_dist_nocar,go_shop_threshold_high,-0.02972091318804823,0.8493632109212014,0.1536875219736405,0.13267442744811778
total_trips,alpha_distance,-0.001591800258552735,0.04297944632302532,0.03688966726990582,0.010055569420118066
total_trips,beta_price_budget,-0.008006719034422152,0.03859889098497574,0.04236275808522679,0.008830726628575161
total_trips,gamma_quality_variety,-0.012525543601445354,0.04001792211125083,0.035255551190317,0.010740334400929934
total_trips,delta_convenience,-0.02125930384234362,0.04187571940739899,0.044197536778149756,0.008651073694948268
total_trips,go_shop_threshold_low,0.8509559090414516,0.8586413330710551,0.18379137714585955,0.13770902979351812
total_trips,go_shop_threshold_medium,0.09439066767455569,0.13053054709237158,0.06447088877644472,0.02614334420087376
total_trips,go_shop_threshold_high,-0.010868099738457197,0.04332320546337351,0.03248983702982776,0.010143463426053973
