alpha_distance,beta_price_budget,gamma_quality_variety,delta_convenience,go_shop_threshold_low,go_shop_threshold_medium,go_shop_threshold_high,avg_spend_low,avg_spend_med,avg_spend_high,corner_share,food_insecurity_share,avg_dist_car,avg_dist_nocar,total_trips
2.92953894585371,0.48560066260397433,0.4396671678498387,0.506315974444151,4.971760743111372,5.947932539507747,11.906404865905643,797.9491771819435,1068.5099604545996,2258.93709028326,0.3687168279737746,0.345,2.551798257416914,0.44299462177659404,16.015
3.4718026276677847,0.48560066260397433,0.4396671678498387,0.506315974444151,4.971760743111372,5.947932539507747,11.906404865905643,771.8967470085792,990.0429035502683,3133.740111022051,0.40569964777457573,0.4,2.4416532194035145,0.5153681843332811,15.615
2.92953894585371,0.4857426078990102,0.4396671678498387,0.506315974444151,4.971760743111372,5.947932539507747,11.906404865905643,772.861187987399,1177.7308596688715,3050.483007595634,0.28869149299624186,0.33,2.632412939303151,0.46653706707188225,14.635
2.92953894585371,0.48560066260397433,0.4943454533815384,0.506315974444151,4.971760743111372,5.947932539507747,11.906404865905643,778.3104055902019,1049.9489780280378,3116.357974634119,0.3609865470852018,0.34,2.561060636299936,0.5329470770672742,15.61
2.92953894585371,0.48560066260397433,0.4396671678498387,0.3576256327331066,4.971760743111372,5.947932539507747,11.906404865905643,752.2299529442391,1056.750896164601,2920.7867265725376,0.3212140373063547,0.31,2.5655276099773014,0.5823336952982785,15.815
2.92953894585371,0.48560066260397433,0.4396671678498387,0.506315974444151,2.9763583116233345,5.947932539507747,11.906404865905643,1063.2004607632255,1048.7185454151258,2426.5097646561767,0.3682883791278044,0.335,2.487905843605684,0.49922306390838395,19.835
2.92953894585371,0.48560066260397433,0.4396671678498387,0.506315974444151,4.971760743111372,5.499684189632535,11.906404865905643,792.245090115367,1069.881686297742,2525.1724813527917,0.36071205496564646,0.335,2.6114958279866722,0.41559401387129496,16.01
2.92953894585371,0.48560066260397433,0.4396671678498387,0.506315974444151,4.971760743111372,5.947932539507747,10.559913736209273,751.9110848919337,1046.3163050830715,2896.621706415546,0.34834271419637275,0.32,2.4427586800418366,0.5810052495973999,15.99
2.92953894585371,0.4857426078990102,0.4943454533815384,0.3576256327331066,2.9763583116233345,5.499684189632535,10.559913736209273,1063.294236311055,972.6513757264343,2168.2559783505935,0.4558898521162672,0.395,2.485457529166104,0.6223348402752523,19.61
3.4718026276677847,0.48560066260397433,0.4943454533815384,0.3576256327331066,2.9763583116233345,5.499684189632535,10.559913736209273,1025.3538440099817,974.3133375740483,2819.3502756045764,0.4587366276107998,0.405,2.316141892892931,0.4191349689602224,19.63
3.4718026276677847,0.4857426078990102,0.4396671678498387,0.3576256327331066,2.9763583116233345,5.499684189632535,10.559913736209273,1056.038956528503,1035.7488558654131,3289.7931703343397,0.425082676163826,0.31,2.4746823915857337,0.43987071697871466,19.655
3.4718026276677847,0.4857426078990102,0.4943454533815384,0.506315974444151,2.9763583116233345,5.499684189632535,10.559913736209273,1074.9816060261323,1084.3044491038254,2351.2616860853213,0.39816422723889855,0.345,2.42162608246026,0.5982619918920594,20.155
3.4718026276677847,0.4857426078990102,0.4943454533815384,0.3576256327331066,4.971760743111372,5.499684189632535,10.559913736209273,757.4803910544379,1035.3965235752207,3200.062232970118,0.3269412134548884,0.31,2.5810809792172074,0.6623590116407077,15.905
3.4718026276677847,0.4857426078990102,0.4943454533815384,0.3576256327331066,2.9763583116233345,5.947932539507747,10.559913736209273,1016.1531423823168,987.3876119400944,2470.775775550186,0.42577319587628865,0.385,2.512424952878646,0.47242483802108104,19.4
3.4718026276677847,0.4857426078990102,0.4943454533815384,0.3576256327331066,2.9763583116233345,5.499684189632535,11.906404865905643,1046.001558854245,986.5257842469371,2435.3987593803995,0.46409807355516636,0.39,2.2953636986605734,0.6127890419677773,19.985
3.4718026276677847,0.4857426078990102,0.4943454533815384,0.3576256327331066,2.9763583116233345,5.499684189632535,10.559913736209273,1039.8101908777219,1061.3828851853245,2693.795943048394,0.4241225902125556,0.31,2.513203924844933,0.5385736381974505,20.23
3.403912794403732,0.5505147081799805,0.7378946198523044,0.3339886818826198,2.9791647024452685,6.942390546575189,15.809842459857464,1013.8654182148846,1059.7061002068754,2405.1810452669397,0.4166666666666667,0.385,2.4013880150010602,0.664351914100623,19.56
2.2994281880557534,0.5505147081799805,0.7378946198523044,0.3339886818826198,2.9791647024452685,6.942390546575189,15.809842459857464,996.9293174668702,1020.6306708415192,2778.211465663013,0.4141260162601626,0.36,2.477470570018665,0.5042939392739285,19.68
3.403912794403732,0.5831963158212602,0.7378946198523044,0.3339886818826198,2.9791647024452685,6.942390546575189,15.809842459857464,1057.4830840290808,1090.8738702167184,2746.8191467170413,0.3852825229960578,0.305,2.420309292267105,0.5849457108138677,19.025
3.403912794403732,0.5505147081799805,0.6887358510866761,0.3339886818826198,2.9791647024452685,6.942390546575189,15.809842459857464,1074.9721416196326,1030.57044154497,2755.826298565426,0.39391634980988594,0.345,2.4383133965936015,0.3645576614575839,19.725
3.403912794403732,0.5505147081799805,0.7378946198523044,0.46239130176603793,2.9791647024452685,6.942390546575189,15.809842459857464,1080.8766078381898,1061.855911932654,2944.9298787031034,0.37709923664122136,0.31,2.579112784370621,0.48961516408570394,19.65
3.403912794403732,0.5505147081799805,0.7378946198523044,0.3339886818826198,5.087211190909148,6.942390546575189,15.809842459857464,745.1632541346629,990.2264040568574,2812.090785861309,0.33029073698444894,0.335,2.6689872449898013,0.5321106295919066,14.79
3.403912794403732,0.5505147081799805,0.7378946198523044,0.3339886818826198,2.9791647024452685,7.022673910483718,15.809842459857464,1044.022194823577,995.5784749390197,2652.3375064058123,0.4393745193540118,0.39,2.3184296761598495,0.586971565690822,19.505
3.403912794403732,0.5505147081799805,0.7378946198523044,0.3339886818826198,2.9791647024452685,6.942390546575189,15.538759037852287,983.4561920919591,982.6203466345864,3462.030739880705,0.4208365409289197,0.36,2.540886770943241,0.4323055534362875,19.485
