"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some Other Race alone","Margin of Error!!Total:!!Some Other Race alone","Estimate!!Total:!!Two or More Races:","Margin of Error!!Total:!!Two or More Races:","Estimate!!Total:!!Two or More Races:!!Two races including Some Other Race","Margin of Error!!Total:!!Two or More Races:!!Two races including Some Other Race","Estimate!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races","Margin of Error!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races",
"1400000US12031015922","Census Tract 159.22; Duval County; Florida","4088","582","1860","442","1370","556","14","24","101","125","10","21","421","248","312","142","206","112","106","71",
"1400000US12031015924","Census Tract 159.24; Duval County; Florida","5454","866","3726","649","1288","534","4","9","74","100","0","21","74","77","288","317","42","68","246","259",
"1400000US12031015925","Census Tract 159.25; Duval County; Florida","5969","748","2990","643","1487","687","0","21","453","310","0","21","191","246","848","304","472","328","376","199",
"1400000US12031015926","Census Tract 159.26; Duval County; Florida","10166","937","4312","736","2890","859","0","23","1823","854","0","23","503","445","638","325","376","262","262","229",
"1400000US12031015927","Census Tract 159.27; Duval County; Florida","2923","840","1732","352","976","821","12","19","203","269","0","15","0","15","0","15","0","15","0","15",
"1400000US12031015928","Census Tract 159.28; Duval County; Florida","1953","502","603","330","541","414","0","15","379","272","0","15","177","182","253","199","24","55","229","188",
"1400000US12031015929","Census Tract 159.29; Duval County; Florida","4797","721","2612","586","863","337","0","15","915","418","0","15","31","43","376","207","219","185","157","114",
"1400000US12031016001","Census Tract 160.01; Duval County; Florida","4563","1263","2468","548","471","128","14","24","128","134","0","15","95","80","1387","1054","1313","1048","74","89",
"1400000US12031016002","Census Tract 160.02; Duval County; Florida","3423","595","1840","610","754","330","0","15","353","258","0","15","232","147","244","170","204","154","40","51",
"1400000US12031016101","Census Tract 161.01; Duval County; Florida","3289","1089","979","292","819","1050","0","15","1010","279","0","15","16","20","465","156","441","157","24","33",
"1400000US12031016102","Census Tract 161.02; Duval County; Florida","3564","761","1635","566","915","486","0","15","386","276","0","15","268","286","360","418","346","416","14","23",
"1400000US12031016200","Census Tract 162; Duval County; Florida","2332","387","1210","300","448","194","0","15","88","89","0","15","279","232","307","143","186","111","121","78",
"1400000US12031016300","Census Tract 163; Duval County; Florida","2386","372","1369","277","449","181","67","117","261","179","0","15","30","37","210","143","124","135","86","73",
"1400000US12031016400","Census Tract 164; Duval County; Florida","5381","748","4730","782","338","219","41","36","1","4","0","21","0","21","271","141","206","141","65","69",
"1400000US12031016500","Census Tract 165; Duval County; Florida","5332","841","4110","816","331","197","0","21","333","302","50","66","24","29","484","313","193","152","291","272",
"1400000US12031016603","Census Tract 166.03; Duval County; Florida","3560","719","2862","727","172","110","7","11","72","66","0","15","88","105","359","195","150","152","209","115",
"1400000US12031016604","Census Tract 166.04; Duval County; Florida","4457","680","2984","451","207","112","98","116","160","99","0","15","390","506","618","393","470","407","148","77",
"1400000US12031016605","Census Tract 166.05; Duval County; Florida","2655","313","1249","290","773","195","0","15","168","160","0","15","75","105","390","312","263","294","127","118",
"1400000US12031016606","Census Tract 166.06; Duval County; Florida","5317","1028","2397","618","1922","876","41","72","58","87","0","21","108","133","791","428","489","359","302","237",
"1400000US12031016711","Census Tract 167.11; Duval County; Florida","4359","757","3203","417","104","74","0","15","62","96","0","15","493","661","497","270","409","261","88","86",
"1400000US12031016724","Census Tract 167.24; Duval County; Florida","5569","663","3269","532","558","283","34","53","243","275","0","21","658","551","807","418","508","299","299","234",
"1400000US12031016725","Census Tract 167.25; Duval County; Florida","4459","679","2728","654","1003","438","5","8","70","71","0","15","271","227","382","198","301","195","81","64",
"1400000US12031016726","Census Tract 167.26; Duval County; Florida","4111","669","2647","416","314","310","0","15","154","133","0","15","525","548","471","276","244","239","227","119",
"1400000US12031016727","Census Tract 167.27; Duval County; Florida","4258","541","3077","518","273","120","0","15","17","19","0","15","356","285","535","255","213","143","322","230",
"1400000US12031016728","Census Tract 167.28; Duval County; Florida","5630","754","3918","661","452","124","0","21","526","209","0","21","151","156","583","296","357","251","226","144",
"1400000US12031016729","Census Tract 167.29; Duval County; Florida","6164","554","4087","517","564","355","0","21","162","151","0","21","527","319","824","343","595","335","229","154",
"1400000US12031016730","Census Tract 167.30; Duval County; Florida","3601","762","2188","584","0","15","0","15","956","641","0","15","103","164","354","242","290","262","64","100",
"1400000US12031016731","Census Tract 167.31; Duval County; Florida","5118","614","3226","539","913","428","0","21","0","21","0","21","550","473","429","360","180","228","249","233",
"1400000US12031016801","Census Tract 168.01; Duval County; Florida","2101","327","1821","311","1","6","0","15","55","49","0","15","14","15","210","109","207","109","3","5",
"1400000US12031016803","Census Tract 168.03; Duval County; Florida","6900","579","5867","670","252","101","0","21","63","60","0","21","77","78","641","323","405","316","236","143",
"1400000US12031016804","Census Tract 168.04; Duval County; Florida","8571","951","6906","918","705","510","41","69","266","197","0","21","0","21","653","292","515","284","138","94",
"1400000US12031016807","Census Tract 168.07; Duval County; Florida","4296","496","2863","509","334","221","6","9","213","151","0","15","281","254","599","257","368","217","231","130",
"1400000US12031016808","Census Tract 168.08; Duval County; Florida","4211","1102","2796","1105","394","211","0","15","35","39","0","15","236","194","750","413","592","377","158","141",
"1400000US12031016809","Census Tract 168.09; Duval County; Florida","5878","1117","3664","926","556","246","0","21","856","257","0","21","377","447","425","207","164","115","261","153",
"1400000US12031016810","Census Tract 168.10; Duval County; Florida","2483","506","1726","493","183","117","0","15","168","148","0","15","207","160","199","162","118","130","81","72",
"1400000US12031016811","Census Tract 168.11; Duval County; Florida","6194","1135","4301","651","534","704","0","21","530","335","0","21","0","21","829","645","731","640","98","94",
"1400000US12031016812","Census Tract 168.12; Duval County; Florida","4323","737","2463","483","538","399","0","15","100","76","22","41","276","301","924","480","761","452","163","183",
"1400000US12031016813","Census Tract 168.13; Duval County; Florida","7769","1164","4946","744","567","431","0","21","526","351","0","21","229","206","1501","980","343","299","1158","944",
"1400000US12031017101","Census Tract 171.01; Duval County; Florida","4305","659","2919","663","448","216","42","64","441","345","0","15","44","30","411","196","152","110","259","174",
"1400000US12031017102","Census Tract 171.02; Duval County; Florida","2361","338","1767","318","508","292","0","15","52","48","0","15","0","15","34","45","4","21","30","36",
"1400000US12031017200","Census Tract 172; Duval County; Florida","2911","410","1208","383","1462","299","0","15","30","37","0","15","0","15","211","146","195","144","16","29",
"1400000US12031017300","Census Tract 173; Duval County; Florida","8992","1279","6162","992","1795","751","11","18","101","100","11","20","515","391","397","204","212","158","185","120",
"1400000US12031017400","Census Tract 174; Duval County; Florida","3254","851","550","392","2605","755","15","31","10","75","0","15","10","20","64","68","9","14","55","65",
"1400000US12031990000","Census Tract 9900; Duval County; Florida","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
